2114 1
2114 2
2114 1
802 3
802 1
802 1
802 3
802 1
802 2
802 2
802 2
802 1
802 1
802 1
802 1
802 1
802 3
802 3
802 3
802 3
802 3
802 3
802 3
802 3
802 3
802 3
394 1
394 2
1241 2
1241 2
1241 2
1241 2
1241 2
1241 2
1241 1
1241 3
1241 3
1241 3
1241 3
1241 3
1570 2
1570 2
1570 2
1570 2
1570 2
1570 2
1570 2
1570 1
1570 1
1570 1
1570 1
1570 1
1570 3
1570 3
1570 3
1570 3
1570 3
1570 3
1570 3
1570 3
1570 3
1570 3
2155 2
1623 2
1623 1
1623 3
1623 3
1623 3
1623 1
1623 1
1623 2
1623 2
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 1
1623 3
208 1
208 2
208 2
208 1
208 3
208 1
208 1
208 2
208 2
208 2
208 1
208 1
208 1
208 1
208 1
208 1
564 1
564 2
564 1
2057 3
2057 1
2057 2
2057 2
2057 2
2057 2
2057 1
1239 3
1239 3
58 1
58 3
58 3
58 2
58 1
58 2
58 1
58 1
58 1
58 1
58 1
500 1
500 1
500 2
500 1
500 1
500 1
1932 1
1932 1
462 1
462 1
462 1
462 1
462 1
462 1
462 1
462 1
1076 1
1671 1
1671 1
1671 1
1671 1
1671 1
1671 1
1671 2
1671 1
1671 1
1671 1
1671 1
1671 1
1688 2
1688 2
1688 2
1688 2
1688 1
1688 2
1688 2
1688 1
1688 1
1688 2
1688 1
1688 1
1688 1
1688 2
1688 2
1688 2
1688 2
1688 1
231 3
231 1
231 1
231 3
231 1
231 1
231 1
231 3
231 3
231 3
231 3
231 3
231 3
231 2
231 3
231 3
231 3
572 3
572 1
572 1
572 1
572 1
572 1
572 1
572 1
572 1
572 1
572 1
572 1
572 2
459 1
459 3
459 3
459 2
507 1
507 2
507 3
507 3
868 2
868 1
1342 3
1342 2
1342 2
1884 1
1884 3
1884 3
1884 1
1884 2
1884 2
1884 2
1884 2
1884 2
1884 2
1884 2
1998 1
1998 1
1998 1
1998 1
1998 1
1998 1
1998 1
1998 3
1998 3
1998 3
1998 3
1998 3
1998 1
1998 1
1998 1
1998 1
1998 1
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 2
1998 1
2021 2
2021 1
539 1
539 1
539 1
539 2
539 1
539 2
539 2
539 2
539 2
539 1
293 1
293 1
293 2
293 2
873 3
873 1
873 1
873 1
873 2
873 1
181 3
181 3
181 3
181 2
181 2
181 2
1346 3
1346 1
1346 1
1346 3
1346 3
1346 3
1346 2
1346 2
1346 2
1346 2
517 3
517 1
517 1
517 1
517 1
517 1
517 1
517 1
517 2
517 1
517 2
517 2
611 1
611 2
611 2
611 2
611 2
1779 1
1779 2
1779 2
1779 2
383 1
383 1
383 1
383 2
2130 3
2130 3
2130 1
2130 3
2130 3
2130 3
2130 2
2058 3
2058 1
2058 1
2058 2
2058 2
2058 2
2058 2
1714 2
1714 2
1714 2
1714 2
1714 2
1714 2
2160 1
2160 2
2160 2
2160 2
1430 3
1430 1
1430 1
1430 1
1430 1
1430 3
1430 3
1430 2
2133 1
2133 1
2133 1
2133 1
2133 2
666 3
666 1
666 1
666 1
666 1
666 1
666 1
666 2
666 3
666 3
666 3
666 2
666 2
666 2
18 3
18 1
18 1
18 1
18 1
18 1
18 1
18 2
18 2
18 2
18 2
18 2
18 2
18 2
1057 2
1336 2
1336 2
1336 2
1309 2
1309 2
1524 1
1524 2
1524 2
1524 2
1036 2
1284 3
1284 1
1284 1
1284 3
1284 1
1284 1
1284 1
1284 1
1284 3
1284 3
1284 2
1284 2
1284 1
1284 2
1284 1
1407 1
1407 2
1407 2
1407 2
1407 2
1407 2
1009 3
132 3
132 2
1511 1
1511 1
1511 1
1511 1
1511 1
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
1511 2
431 2
431 2
431 2
431 2
1447 2
1447 1
1447 2
1447 2
1447 2
1213 2
1214 1
1214 1
1214 1
1214 1
1214 1
1214 1
1214 1
1640 1
1640 1
1640 2
1640 2
2081 1
2081 2
2081 0
1354 3
1354 3
1354 3
1354 2
1354 2
1354 2
1354 2
1354 2
1354 2
1354 2
1354 2
1354 2
1354 1
1879 2
1879 2
1879 2
1879 2
1879 2
1879 2
536 1
536 1
536 2
536 2
536 2
1093 1
1093 1
1093 1
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1093 2
1905 1
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1905 2
1420 1
1420 1
1420 1
1420 1
1420 1
1420 1
1420 1
1420 1
1420 1
1420 2
1420 2
1420 1
1420 1
1266 2
1824 3
1824 1
1824 1
1824 3
1824 1
1824 1
1824 1
1824 1
1824 1
1824 1
1824 2
1824 1
1824 2
1824 3
1669 2
367 1
367 3
367 3
367 3
367 2
367 2
367 2
367 2
885 3
885 1
885 1
885 1
885 1
885 1
885 3
885 1
885 1
885 2
885 2
885 2
171 2
171 2
171 2
171 2
969 3
969 1
969 1
969 1
969 1
969 3
969 1
969 1
969 1
969 1
969 1
969 1
969 3
969 1
969 1
969 1
969 2
969 1
969 2
1747 1
1747 1
1747 1
1747 1
1747 1
1747 2
1747 2
994 1
994 2
994 2
515 1
515 2
1465 1
1465 2
1799 1
1799 2
1799 2
852 3
852 1
852 1
852 3
852 2
852 2
2022 1
2022 2
2022 2
2022 2
460 2
460 2
1319 1
1319 1
1319 1
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1319 2
1307 1
1307 2
235 1
